-5.00000000 -5.00000000 -0.15627401 -0.053562 -0.255354 0.965363
-5.00000000 -4.90000010 -0.12974200 -0.070737 -0.294524 0.953023
-5.00000000 -4.80000019 -0.09310700 -0.093399 -0.369534 0.924511
-5.00000000 -4.69999981 -0.04876900 -0.107552 -0.420432 0.900927
-5.00000000 -4.59999990 0.00030500 -0.117617 -0.443543 0.888502
-5.00000000 -4.50000000 0.05078700 -0.120410 -0.443393 0.888203
-5.00000000 -4.40000010 0.09922400 -0.119154 -0.416339 0.901368
-5.00000000 -4.30000019 0.14227200 -0.107812 -0.367107 0.923910
-5.00000000 -4.19999981 0.17693201 -0.086965 -0.286855 0.954019
-5.00000000 -4.09999990 0.20074899 -0.058461 -0.180154 0.981900
-5.00000000 -4.00000000 0.21197900 -0.021999 -0.053426 0.998329
-5.00000000 -3.90000010 0.20969500 0.020422 0.082761 0.996360
-5.00000000 -3.79999995 0.19384401 0.064695 0.211174 0.975305
-5.00000000 -3.70000005 0.16523901 0.102373 0.317755 0.942630
-5.00000000 -3.59999990 0.12549300 0.133665 0.398181 0.907516
-5.00000000 -3.50000000 0.07690200 0.158216 0.451424 0.878171
-5.00000000 -3.40000010 0.02228800 0.172850 0.483092 0.858338
-5.00000000 -3.29999995 -0.03519400 0.183478 0.490766 0.851754
-5.00000000 -3.20000005 -0.09225700 0.186010 0.477673 0.858621
-5.00000000 -3.09999990 -0.14569101 0.177395 0.444221 0.878179
-5.00000000 -3.00000000 -0.19255100 0.160926 0.388785 0.907165
-5.00000000 -2.90000010 -0.23032799 0.133729 0.309332 0.941504
-5.00000000 -2.79999995 -0.25707701 0.093318 0.205300 0.974240
-5.00000000 -2.70000005 -0.27150699 0.042627 0.081975 0.995722
-5.00000000 -2.59999990 -0.27302101 -0.017666 -0.048841 0.998650
-5.00000000 -2.50000000 -0.26171401 -0.080707 -0.172256 0.981740
-5.00000000 -2.40000010 -0.23832700 -0.137416 -0.276165 0.951236
-5.00000000 -2.29999995 -0.20416000 -0.186944 -0.358190 0.914741
-5.00000000 -2.20000005 -0.16095901 -0.230766 -0.415380 0.879890
-5.00000000 -2.09999990 -0.11079000 -0.261473 -0.454137 0.851699
-5.00000000 -2.00000000 -0.05589100 -0.288129 -0.471908 0.833237
-5.00000000 -1.89999998 0.00146100 -0.309417 -0.479047 0.821447
-5.00000000 -1.79999995 0.05908100 -0.320151 -0.471553 0.821670
-5.00000000 -1.70000005 0.11498800 -0.328440 -0.454158 0.828171
-5.00000000 -1.60000002 0.16748600 -0.326049 -0.425892 0.843983
-5.00000000 -1.50000000 0.21523400 -0.317963 -0.388621 0.864797
-5.00000000 -1.39999998 0.25726801 -0.301173 -0.346124 0.888534
-5.00000000 -1.29999995 0.29301700 -0.277620 -0.295062 0.914257
-5.00000000 -1.20000005 0.32227600 -0.243578 -0.240794 0.939515
-5.00000000 -1.10000002 0.34517699 -0.204346 -0.185889 0.961087
-5.00000000 -1.00000000 0.36213100 -0.157131 -0.132386 0.978664
-5.00000000 -0.89999998 0.37377200 -0.109784 -0.084360 0.990369
-5.00000000 -0.80000001 0.38088799 -0.059048 -0.041870 0.997377
-5.00000000 -0.69999999 0.38435900 -0.010966 -0.008972 0.999900
-5.00000000 -0.60000002 0.38509500 0.033755 0.013297 0.999342
-5.00000000 -0.50000000 0.38398299 0.073885 0.026770 0.996907
-5.00000000 -0.40000001 0.38184401 0.107456 0.032126 0.993691
-5.00000000 -0.30000001 0.37939200 0.134386 0.032749 0.990388
-5.00000000 -0.20000000 0.37720901 0.153803 0.026203 0.987754
-5.00000000 -0.10000000 0.37572399 0.167899 0.014848 0.985692
-5.00000000 0.00000000 0.37520000 0.173396 0.003400 0.984846
-5.00000000 0.10000000 0.37572399 0.171957 -0.010249 0.985051
-5.00000000 0.20000000 0.37720901 0.163433 -0.021715 0.986315
-5.00000000 0.30000001 0.37939200 0.149003 -0.028436 0.988428
-5.00000000 0.40000001 0.38184401 0.126870 -0.032560 0.991385
-5.00000000 0.50000000 0.38398299 0.097401 -0.029549 0.994806
-5.00000000 0.60000002 0.38509500 0.059946 -0.017879 0.998042
-5.00000000 0.69999999 0.38435900 0.018940 0.002990 0.999816
-5.00000000 0.80000001 0.38088799 -0.025778 0.031965 0.999156
-5.00000000 0.89999998 0.37377200 -0.074468 0.070022 0.994762
-5.00000000 1.00000000 0.36213100 -0.125700 0.116123 0.985249
-5.00000000 1.10000002 0.34517699 -0.172642 0.167527 0.970633
-5.00000000 1.20000005 0.32227600 -0.215723 0.221150 0.951082
-5.00000000 1.29999995 0.29301700 -0.254711 0.277479 0.926352
-5.00000000 1.39999998 0.25726801 -0.285228 0.329563 0.900018
-5.00000000 1.50000000 0.21523400 -0.305799 0.375783 0.874799
-5.00000000 1.60000002 0.16748600 -0.320271 0.413103 0.852509
-5.00000000 1.70000005 0.11498800 -0.327259 0.443130 0.834588
-5.00000000 1.79999995 0.05908100 -0.325912 0.464464 0.823440
-5.00000000 1.89999998 0.00146100 -0.316843 0.474476 0.821269
-5.00000000 2.00000000 -0.05589100 -0.302603 0.475072 0.826280
-5.00000000 2.09999990 -0.11079000 -0.282805 0.458979 0.842235
-5.00000000 2.20000005 -0.16095901 -0.255656 0.428111 0.866811
-5.00000000 2.29999995 -0.20416000 -0.217918 0.378796 0.899458
-5.00000000 2.40000010 -0.23832700 -0.172880 0.305652 0.936317
-5.00000000 2.50000000 -0.26171401 -0.120507 0.209301 0.970397
-5.00000000 2.59999990 -0.27302101 -0.059267 0.090578 0.994124
-5.00000000 2.70000005 -0.27150699 0.003044 -0.037537 0.999291
-5.00000000 2.79999995 -0.25707701 0.060140 -0.163910 0.984640
-5.00000000 2.90000010 -0.23032799 0.108446 -0.275688 0.955110
-5.00000000 3.00000000 -0.19255100 0.143436 -0.363465 0.920499
-5.00000000 3.09999990 -0.14569101 0.166681 -0.427573 0.888481
-5.00000000 3.20000005 -0.09225700 0.181780 -0.468491 0.864565
-5.00000000 3.29999995 -0.03519400 0.183279 -0.487253 0.853811
-5.00000000 3.40000010 0.02228800 0.179938 -0.486278 0.855076
-5.00000000 3.50000000 0.07690200 0.168808 -0.462387 0.870461
-5.00000000 3.59999990 0.12549300 0.150179 -0.416209 0.896781
-5.00000000 3.70000005 0.16523901 0.124607 -0.346435 0.929761
-5.00000000 3.79999995 0.19384401 0.090454 -0.248430 0.964417
-5.00000000 3.90000010 0.20969500 0.051299 -0.126537 0.990635
-5.00000000 4.00000000 0.21197900 0.006937 0.006937 0.999952
-5.00000000 4.09999990 0.20074899 -0.035220 0.139743 0.989561
-5.00000000 4.19999981 0.17693201 -0.069199 0.252892 0.965017
-5.00000000 4.30000019 0.14227200 -0.094991 0.341164 0.935192
-5.00000000 4.40000010 0.09922400 -0.109681 0.401239 0.909383
-5.00000000 4.50000000 0.05078700 -0.120104 0.436614 0.891596
-5.00000000 4.59999990 0.00030500 -0.120714 0.444511 0.887602
-5.00000000 4.69999981 -0.04876900 -0.116718 0.428905 0.895778
-5.00000000 4.80000019 -0.09310700 -0.105943 0.389376 0.914966
-5.00000000 4.90000010 -0.12974200 -0.089799 0.352494 0.931496
-4.90000010 -5.00000000 -0.15073800 -0.064672 -0.272638 0.959941
-4.90000010 -4.90000010 -0.12133800 -0.080247 -0.322303 0.943229
-4.90000010 -4.80000019 -0.08227300 -0.100137 -0.390946 0.914950
-4.90000010 -4.69999981 -0.03614000 -0.113805 -0.431335 0.894985
-4.90000010 -4.59999990 0.01393100 -0.117764 -0.446937 0.886780
-4.90000010 -4.50000000 0.06449900 -0.120407 -0.437716 0.891014
-4.90000010 -4.40000010 0.11205400 -0.112581 -0.404459 0.907600
-4.90000010 -4.30000019 0.15326200 -0.097886 -0.341932 0.934613
-4.90000010 -4.19999981 0.18519600 -0.074386 -0.253416 0.964493
-4.90000010 -4.09999990 0.20554000 -0.039860 -0.137800 0.989658
-4.90000010 -4.00000000 0.21273699 -0.000979 -0.002938 0.999995
-4.90000010 -3.90000010 0.20609599 0.042159 0.133315 0.990177
-4.90000010 -3.79999995 0.18582900 0.082705 0.255750 0.963199
-4.90000010 -3.70000005 0.15302600 0.118867 0.353869 0.927711
-4.90000010 -3.59999990 0.10957500 0.144428 0.424704 0.893738
-4.90000010 -3.50000000 0.05802500 0.165695 0.470691 0.866600
-4.90000010 -3.40000010 0.00141300 0.176544 0.491060 0.853049
-4.90000010 -3.29999995 -0.05694200 0.183478 0.490766 0.851754
-4.90000010 -3.20000005 -0.11364900 0.178920 0.468741 0.865026
-4.90000010 -3.09999990 -0.16546200 0.169497 0.427364 0.888049
-4.90000010 -3.00000000 -0.20947100 0.146457 0.358471 0.921981
-4.90000010 -2.90000010 -0.24327099 0.113565 0.267595 0.956816
-4.90000010 -2.79999995 -0.26507899 0.064657 0.151651 0.986317
-4.90000010 -2.70000005 -0.27382201 0.009043 0.021100 0.999736
-4.90000010 -2.59999990 -0.26915801 -0.053059 -0.111763 0.992317
-4.90000010 -2.50000000 -0.25146100 -0.113673 -0.228622 0.966856
-4.90000010 -2.40000010 -0.22176000 -0.165510 -0.326847 0.930472
-4.90000010 -2.29999995 -0.18163200 -0.212559 -0.397265 0.892748
-4.90000010 -2.20000005 -0.13308200 -0.247451 -0.444805 0.860765
-4.90000010 -2.09999990 -0.07839400 -0.277666 -0.473117 0.836099
-4.90000010 -2.00000000 -0.01998300 -0.299174 -0.484003 0.822336
-4.90000010 -1.89999998 0.03975400 -0.313391 -0.483473 0.817337
-4.90000010 -1.79999995 0.09856700 -0.320151 -0.471553 0.821670
-4.90000010 -1.70000005 0.15446401 -0.321200 -0.446547 0.835121
-4.90000010 -1.60000002 0.20579700 -0.317490 -0.413511 0.853351
-4.90000010 -1.50000000 0.25131601 -0.301769 -0.371525 0.878012
-4.90000010 -1.39999998 0.29018900 -0.280319 -0.318478 0.905535
-4.90000010 -1.29999995 0.32200500 -0.246867 -0.263795 0.932453
-4.90000010 -1.20000005 0.34674200 -0.206846 -0.204177 0.956831
-4.90000010 -1.10000002 0.36471999 -0.161666 -0.144121 0.976265
-4.90000010 -1.00000000 0.37654299 -0.110245 -0.089356 0.989880
-4.90000010 -0.89999998 0.38302201 -0.056665 -0.041697 0.997522
-4.90000010 -0.80000001 0.38511500 -0.004916 -0.002950 0.999984
-4.90000010 -0.69999999 0.38384801 0.044872 0.026088 0.998652
-4.90000010 -0.60000002 0.38025701 0.089260 0.042977 0.995081
-4.90000010 -0.50000000 0.37533200 0.126823 0.051415 0.990592
-4.90000010 -0.40000001 0.36997700 0.157908 0.052636 0.986050
-4.90000010 -0.30000001 0.36496601 0.183165 0.046087 0.982001
-4.90000010 -0.20000000 0.36092600 0.202839 0.034400 0.978608
-4.90000010 -0.10000000 0.35831600 0.213277 0.017675 0.976832
-4.90000010 0.00000000 0.35741499 0.215818 0.001167 0.976433
-4.90000010 0.10000000 0.35831600 0.213285 -0.015319 0.976870
-4.90000010 0.20000000 0.36092600 0.202385 -0.031955 0.978785
-4.90000010 0.30000001 0.36496601 0.183185 -0.043728 0.982106
-4.90000010 0.40000001 0.36997700 0.159839 -0.050168 0.985868
-4.90000010 0.50000000 0.37533200 0.126551 -0.049024 0.990748
-4.90000010 0.60000002 0.38025701 0.089064 -0.042883 0.995102
-4.90000010 0.69999999 0.38384801 0.044874 -0.024002 0.998704
-4.90000010 0.80000001 0.38511500 -0.002950 0.004916 0.999984
-4.90000010 0.89999998 0.38302201 -0.054533 0.041702 0.997641
-4.90000010 1.00000000 0.37654299 -0.107951 0.089379 0.990130
-4.90000010 1.10000002 0.36471999 -0.158835 0.143827 0.976773
-4.90000010 1.20000005 0.34674200 -0.206846 0.204177 0.956831
-4.90000010 1.29999995 0.32200500 -0.246219 0.263103 0.932820
-4.90000010 1.39999998 0.29018900 -0.276874 0.317893 0.906799
-4.90000010 1.50000000 0.25131601 -0.301304 0.367924 0.879686
-4.90000010 1.60000002 0.20579700 -0.313869 0.412823 0.855022
-4.90000010 1.70000005 0.15446401 -0.320361 0.445380 0.836065
-4.90000010 1.79999995 0.09856700 -0.319323 0.470333 0.822690
-4.90000010 1.89999998 0.03975400 -0.310547 0.483948 0.818141
-4.90000010 2.00000000 -0.01998300 -0.296317 0.484455 0.823103
-4.90000010 2.09999990 -0.07839400 -0.274086 0.472295 0.837743
-4.90000010 2.20000005 -0.13308200 -0.246806 0.443645 0.861549
-4.90000010 2.29999995 -0.18163200 -0.209451 0.394002 0.894926
-4.90000010 2.40000010 -0.22176000 -0.165231 0.323520 0.931683
-4.90000010 2.50000000 -0.25146100 -0.113673 0.228622 0.966856
-4.90000010 2.59999990 -0.26915801 -0.053059 0.111763 0.992317
-4.90000010 2.70000005 -0.27382201 0.009025 -0.019053 0.999778
-4.90000010 2.79999995 -0.26507899 0.064530 -0.149007 0.986728
-4.90000010 2.90000010 -0.24327099 0.110787 -0.264584 0.957978
-4.90000010 3.00000000 -0.20947100 0.146081 -0.357551 0.922398
-4.90000010 3.09999990 -0.16546200 0.166457 -0.424104 0.890184
-4.90000010 3.20000005 -0.11364900 0.178463 -0.467544 0.865768
-4.90000010 3.29999995 -0.05694200 0.180134 -0.489786 0.853031
-4.90000010 3.40000010 0.00141300 0.176801 -0.488803 0.854291
-4.90000010 3.50000000 0.05802500 0.162650 -0.467437 0.868935
-4.90000010 3.59999990 0.10957500 0.144060 -0.423621 0.894311
-4.90000010 3.70000005 0.15302600 0.116172 -0.353983 0.928009
-4.90000010 3.79999995 0.18582900 0.082503 -0.255125 0.963382
-4.90000010 3.90000010 0.20609599 0.042064 -0.133015 0.990221
-4.90000010 4.00000000 0.21273699 -0.000979 0.002938 0.999995
-4.90000010 4.09999990 0.20554000 -0.039872 0.135565 0.989966
-4.90000010 4.19999981 0.18519600 -0.074252 0.250444 0.965279
-4.90000010 4.30000019 0.15326200 -0.097976 0.339560 0.935468
-4.90000010 4.40000010 0.11205400 -0.112423 0.401115 0.909103
-4.90000010 4.50000000 0.06449900 -0.117317 0.436760 0.891895
-4.90000010 4.59999990 0.01393100 -0.117617 0.443543 0.888502
-4.90000010 4.69999981 -0.03614000 -0.110885 0.428099 0.896903
-4.90000010 4.80000019 -0.08227300 -0.100244 0.388618 0.915930
-4.90000010 4.90000010 -0.12133800 -0.087807 0.368791 0.925355
-4.80000019 -5.00000000 -0.14459500 -0.068292 -0.297652 0.952229
-4.80000019 -4.90000010 -0.11245800 -0.083795 -0.344490 0.935043
-4.80000019 -4.80000019 -0.07114100 -0.100959 -0.405218 0.908629
-4.80000019 -4.69999981 -0.02343000 -0.111180 -0.440496 0.890844
-4.80000019 -4.59999990 0.02739400 -0.117615 -0.449204 0.885654
-4.80000019 -4.50000000 0.07779200 -0.116871 -0.432282 0.894133
-4.80000019 -4.40000010 0.12421400 -0.106096 -0.392694 0.913529
-4.80000019 -4.30000019 0.16335000 -0.088596 -0.321324 0.942816
-4.80000019 -4.19999981 0.19236700 -0.062727 -0.222620 0.972885
-4.80000019 -4.09999990 0.20909600 -0.029607 -0.099786 0.994568
-4.80000019 -4.00000000 0.21218900 0.011272 0.039965 0.999137
-4.80000019 -3.90000010 0.20119800 0.053248 0.173944 0.983315
-4.80000019 -3.79999995 0.17660700 0.092662 0.293646 0.951413
-4.80000019 -3.70000005 0.13978700 0.123679 0.382156 0.915784
-4.80000019 -3.59999990 0.09289400 0.148759 0.446277 0.882444
-4.80000019 -3.50000000 0.03872400 0.166447 0.484611 0.858748
-4.80000019 -3.40000010 -0.01948500 0.176918 0.498047 0.848910
-4.80000019 -3.29999995 -0.07826400 0.176801 0.488803 0.854291
-4.80000019 -3.20000005 -0.13414299 0.171890 0.459843 0.871205
-4.80000019 -3.09999990 -0.18386300 0.158703 0.407481 0.899318
-4.80000019 -3.00000000 -0.22457300 0.132066 0.328124 0.935357
-4.80000019 -2.90000010 -0.25399601 0.091616 0.224647 0.970124
-4.80000019 -2.79999995 -0.27053899 0.040931 0.096243 0.994516
-4.80000019 -2.70000005 -0.27336401 -0.017563 -0.040292 0.999034
-4.80000019 -2.59999990 -0.26240501 -0.080707 -0.172256 0.981740
-4.80000019 -2.50000000 -0.23832700 -0.137805 -0.284975 0.948578
-4.80000019 -2.40000010 -0.20245400 -0.187628 -0.370960 0.909497
-4.80000019 -2.29999995 -0.15664500 -0.226051 -0.432641 0.872767
-4.80000019 -2.20000005 -0.10315800 -0.259475 -0.471354 0.842910
-4.80000019 -2.09999990 -0.04448800 -0.282338 -0.494481 0.822055
-4.80000019 -2.00000000 0.01679000 -0.300402 -0.498574 0.813131
-4.80000019 -1.89999998 0.07817500 -0.311191 -0.491271 0.813519
-4.80000019 -1.79999995 0.13737300 -0.312842 -0.470050 0.825338
-4.80000019 -1.70000005 0.19240899 -0.309891 -0.440699 0.842468
-4.80000019 -1.60000002 0.24170300 -0.297404 -0.398064 0.867811
-4.80000019 -1.50000000 0.28412199 -0.277141 -0.345315 0.896633
-4.80000019 -1.39999998 0.31898901 -0.246108 -0.285940 0.926104
-4.80000019 -1.29999995 0.34607399 -0.203631 -0.222511 0.953427
-4.80000019 -1.20000005 0.36555201 -0.154477 -0.154477 0.975845
-4.80000019 -1.10000002 0.37794599 -0.098062 -0.091140 0.990998
-4.80000019 -1.00000000 0.38405499 -0.040865 -0.034578 0.998566
-4.80000019 -0.89999998 0.38487801 0.019167 0.013115 0.999730
-4.80000019 -0.80000001 0.38153601 0.073259 0.049204 0.996099
-4.80000019 -0.69999999 0.37520000 0.124131 0.073087 0.989570
-4.80000019 -0.60000002 0.36702400 0.170252 0.085730 0.981664
-4.80000019 -0.50000000 0.35809201 0.209647 0.088076 0.973802
-4.80000019 -0.40000001 0.34937900 0.240244 0.081758 0.967263
